PEDIDO,CODIGO DE MAQUINA,FECHA,CODIGO PRODUCTO,O/P,DESTINO,N° DE TRABAJOS,COMPAÑÍA,NOMBRE DEL CLIENTE,PRODUCTO,CLIENTE Kg,TIEMPO DE PARADAS EN MINUTOS,,,,,,,,,,,,,,,,,,TOTAL TIEMPO PARADAS  min.,TIEMPO EFECTIVO PRODUCCION  min.,TOTAL TIEMPO PRODUCCION  min.,DIAS TRABAJADOS,EFICIENCIA DE MAQUINA ,ENTRADA DE MATERIA PRIMA,,,,,,,,,,,,,,,,,SALIDA DE MATERIALES,,,,,,,,,,,,,,,,,,DATOS DE TINTA Kg.,,,VELOCIDAD m/min.,,DESPERDICIO,,,,,,,,OBSERVACIONES,,,,,,,,,,,
,,,,,,,,,,,PREPARACION,PRE-PRENSA,COLORIMETRIA,CALIDAD,MANTENIMIENTO,Limpieza general de Maquina,PLANIFICACION,LIMPIEZA DE PLANCHA,LIMPIEZA DE TAMBOR CENTRAL,LIMPIEZA DE RODILLO,PRODUCCION,PRUEBAS,LOGISTICA,FALLAS ELECT,APROBACIONES,ESTANDAR DE COLOR,RRHH,FALTA DE INSUMO/PEDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PELICULAS,,,,,TINTAS Kg,,,,,,,,,CONSUMO,SOLVENTE Lts,,PELICULA DEVOLUCION,,,TINTAS KG EN DEVOLUCION,,,,,,,,PRODUCTO TERMINADO,,,,,SOLVENTE Lts,,CONSUMO DE TINTA BLANCO,CONSUMO DE TINTA VARIAS,CONSUMO TOTAL,VELOCIDAD DE MAQUINA TEORICA ML/min.,VELOCIDAD DE MAQUINA REAL ML/min.,m/l,,m2,,Kg,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m/l,GRAMAJE g/m2,ANCHO mm,m2,Kg,# COLORES,BLANCO,AZUL REFLEX,MAGENTA,AMARILLO,CYAN,ROJO,OTRAS,TOTAL,,PRODUCCION,LIMPIEZA,m/l,m2,Kg,BLANCO,AZUL REFLEX,MAGENTA,AMARILLO,CYAN,ROJO,OTRAS,TOTAL,m/l,GRAMAJE g/m2,ANCHO mm,m2,Kg,PRODUCCION,LIMPIEZA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m/l,,,,,,,,,,,,CANT,%,CANT,%,CANT,%,MAT. OBSERVACION,MAT. RECHAZADO,,Aplic Tinta Humeda,Tipo de Trabajo ,nº de pantone,M/L Estandar de Dsp,Metros de Dsp,Cumplimiento,metros op,Cumplimiento,material reciclado,Proveedor,Material
,,,,,,,,,,Trabajos Repetidos en el mes =>,,,,,,, ,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-0585,NF,5/27/26,TXSPMC040A001,16687,LAMINACION,1,CX,C.A. SUCESORA DE JOSE PUIG & CIA,LAMINACION IMPRESA MARILU CHOCOLATE 36g ,"2,800",80,0,45,20,75,0,0,15,0,0,20,0,30,0,275,70,0,0,630,341,971,0.67,35.11%,"73,500",18,1090,"80,115","1,491.00",6,395,0,27,28,0,14,132,596,"1,657.60",0,0,0,0,0,165,0,9,6,0,3,11,194," 68,600 ",20.10,"1,090","74,774.0",1503.00,0,0,230,172,402,201.29,70.66,"4,900",7.14%,"5,341.0",7.14%,154.60,10.29%,0.00,0.00,"Aprobacion, se sacan varias muestras hasta lograr el tono requerido por el cliente, se arranca a 300 m/m luego de 400 m se observa tono de la galleta mas fuerte y fondo mas bajo, luego de la 1era bobina vuelve a bajar el tono del fondo por anilox tapado, se cambia anilox, problemas por fallo de disolvente en varias  ocasiones",5.38,APROBACION,2,3500,"-1,400",NO CUMPLE,"68,000",600,995,OPPFILM,BOPP SC TRANSPARENTE
01-5940,NF,5/27/26,TMCPAM080A001,16483-2,LAMINACION,1,MCL,CENTRAL EL PALMAR S.A.,LAMINACION IMPRESA AZUCAR MORENA 1 Kg,310,45,20,80,20,130,0,0,0,0,0,0,0,0,0,0,0,30,0,325,50,375,0.26,13.43%,"9,188",22,790,"7,259",170.40,3,245,0,0,0,0,0,74,319,181.20,0,0,0,0,0,227,0,0,0,0,0,68,295," 5,000 ",24.30,790,"3,950.0",96.00,0,0,18,6,24,99.21,13.32,"4,188",83.76%,"3,308.5",83.76%,85.20,88.75%,0.00,0.00,"copiado del color marron sobre si mismo se recalibra en varias ocasiones, se baja produccion, se baja trabajo para montar aprobacion de first",6.08,REPETICION,2,3500,-688,NO CUMPLE,"5,000",0,0,TELEPLASTIC,BOPP OCTS TRANSPARENTE
01-6087,NF,5/28/26,TXAJFP031A001,16625,LAMINACION,1,CX,"AJEVEN, C.A.",ETIQUETA LAMINADA IMPRESA FIRST PIÑA 2L,790,100,0,0,20,0,0,0,0,0,0,0,0,0,0,100,25,0,0,245,136,381,0.26,35.63%,"27,000",14,1090,"29,430",407.00,4,320,0,0,43,0,0,26,389,470.30,0,0,0,0,0,230,0,0,2,0,0,6,238," 24,500 ",15.92,"1,090","26,705.0",425.20,0,0,90,61,151,180.68,64.37,"2,500",10.20%,"2,725.0",10.20%,45.10,10.61%,0.00,0.00,"Aprobacion, se compensan registros, se arranca produccion a 200 m/m por falla de flujo",5.65,APROBACION,2,3500,"1,000",CUMPLE,"24,000",500,0,OPPFILM,BOPP SC TRANSPARENTE
01-5940,NF,5/28/26,TMCPAM080A001,16483-2,LAMINACION,1,MCL,CENTRAL EL PALMAR S.A.,LAMINACION IMPRESA AZUCAR MORENA 1 Kg,"1,260",55,0,50,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,145,110,255,0.18,43.23%,"20,500",22,790,"16,195",378.10,3,227,0,0,0,0,0,68,295,416.40,0,0,0,0,0,166,0,0,0,0,0,42,208," 19,997 ",24.18,790,"15,797.6",382.00,0,0,61,26,87,181.13,78.30,503,2.52%,397.4,2.52%,34.40,9.01%,0.00,0.00,se arranca produccion a 180m/m pero se baja velocidad a 170 m/m ya que al final de la bob 1 se observa leve copiado del beige,5.51,REPETICION,2,3500,"2,997",CUMPLE,"20,000",-3,482,TELEPLASTIC,BOPP OCTS TRANSPARENTE
01-5940,NF,5/28/26,TMCPAM080A001,16483-3,LAMINACION,0,MCL,CENTRAL EL PALMAR S.A.,LAMINACION IMPRESA AZUCAR MORENA 1 Kg,884,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,0,10,90,100,0.07,90.00%,"14,500",22,790,"11,455",260.40,3,166,0,0,0,0,0,42,208,287.30,0,0,0,0,0,123,0,0,0,0,0,24,147," 14,000 ",24.37,790,"11,060.0",269.50,0,0,43,18,61,155.56,140.00,500,3.57%,395.0,3.57%,17.80,6.60%,0.00,0.00,se culmina sin novedad,5.52,CONTINUACION,0,3500,"3,000",CUMPLE,"14,000",0,0,TELEPLASTIC,BOPP OCTS TRANSPARENTE
000pr,NF,5/28/26,000pr,PR-3873,PRUEBA,0,CX,PRUEBAS,PRUEBAS VARIAS,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,10,40,0.03,24.24%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00%,0.0,0.00%,0.00,100.00%,0.00,0.00,Se realiza prueba de de sachet ketchup salsabor 9g,0.00,PRUEBA,0,0,0,#N/A,0,0,0,FLEXAM,FLEX PET TRANSPARENTE
01-6142,NF,5/28/26,TMAPAL121A001,16690,LAMINACION,1,MCL,"ALIMENTOS POLAR COMERCIAL, C.A.",ALUMINIO LAMINADO IMPRESO MAVESA 500g,"12,000",125,80,30,20,75,0,0,115,15,20,40,0,0,0,0,0,0,0,520,705,"1,225",0.85,57.55%,"114,700",102,920,"105,524","10,840.00",7,440,16,27,0,0,0,341,824,"11,055.70",0,0,0,0,0,185,9,14,0,0,0,67,275," 111,790 ",104.19,920,"102,846.8",10716.00,0,0,255,294,549,158.57,91.26,"2,910",2.60%,"2,677.2",2.60%,339.70,3.17%,0.00,0.00,"se realiza pancha delamarillo por incremento de trama en el color amarillo, se realiza produccion a 150 m/m",5.34,REPETICION,2,3500,590,CUMPLE,"111,000",790,0,QUIMATIC.SPA.IMP,ALUMINIO
000lm,NF,5/29/26,000LM,000lm,LIMPIEZA,0,CX,LIMPIEZA GENERAL DE MAQUINA,LIMPIEZA GENERAL DE MAQUINA,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,480,0,480,0.33,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limpieza general de maquina,0.00,LIMPIEZA,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00%,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF= NOVOFLEX FINAL,,,,Numeros de trabajos=,,50,,,,"98,992","2,970","1,285","2,670",950,"3,140","1,210",30,"1,885",330,206,"1,960",335,275,325,"1,455",565,30,60,"19,681","11,999","31,680",22.00,37.88%,"2,220,822.00",,,"2,148,745","62,110",315,,,,,,,,,"65,483.10",0,0,0,0,0,,,,,,,,"13,163","2,018,364.00",,,"1,951,778.08","59,618",0,0,"3,543","5,338","8,881",168.21,67.11,"202,458",10.03%,"196,967",10.09%,"5,865",9.84%,0,0,,4.55,,,,,,"2,053,600"," -35,236 ",,,
NP= NOVOFLEX PROCESO,,,,,,,,,,% EFICIENCIA,9.38%,4.06%,8.43%,3.00%,9.91%,3.82%,0.09%,5.95%,1.04%,0.65%,6.19%,1.06%,0.87%,1.03%,4.59%,1.78%,0.09%,0.19%,62.12%,37.88%,31680,22,<= Tiempo dedicado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,
Nota: ,,,,,,,,,,Horas,49.50,21.42,44.50,15.83,52.33,20.16,0.50,31.42,5.50,3.43,32.67,5.58,4.58,5.42,24.25,9.42,0.50,1.00,328.01,199.99,528.00,0.00,0 Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meta,"4,200,000",,,,,,,,,,,,,,,Meta Desperdicio,,8%,,,,TRABAJOS QUE NO CUMPLEN CON EL ESTANDAR EN METROS,,,,23,,,,,,
EL PROMEDIO DE METROS EN TERMINOS DE EFICIENCIA  POR TURNO EN FUNCION AL TIEMPO DISPONIBLE ES DE,,,,,,,,,30581.27 ML,Dias,2.06,0.89,1.85,0.66,2.18,0.84,0.02,1.31,0.23,0.14,1.36,0.23,0.19,0.23,1.01,0.39,0.02,0.04,13.67,8.33,22.00,DIAS POR TRABAJAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRABAJOS CUMPLEN CON EL ESTANDAR EN METROS,,,,27,,,,,,
EL PROMEDIO DE METROS EN TERMINOS DE EFICIENCIA  POR TURNO EN FUNCION AL TIEMPO DE TRABAJO ES DE ,,,,,,,,,84098.50 ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL PROMEDIO DE HORAS DE PREPARACION UTILIZADAS BASADO EN LA CANTIDAD DE TRABAJOS MONTADOS EN MAQUINA ES DE 0.99 horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min,Hrs,Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiempo Total de Limpieza general de maquina,,,"1,210",20.16,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PROMEDIO DE TIEMPO DE PREPARACION POR TRABAJO =>,,,,,59 Min,,,,,,,suspendidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Numero de aprobaciones en el mes =>,,,,7,0,Trabajos suspendidos en el mes =>,,,,,,2,,,,,,Tiempo Total de Parada por Produccion,,,"11,306",188.43,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Trabajos Repetidos en el mes =>,,,,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiempo Total de Parada por Proceso de Apoyo,,,"7,105",118.42,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiempo Total de Parada por Falta de Pedido,,,60,1.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Estandar de Color,,,,Min,,,,,,,,,,,,,,Horas TRABAJADAS,,,"11,999",199.99,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,*Cantidad de trabajos con estandar,,,,9,,,,,,,,,,,,,,,TOTAL,,"31,680",528,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,* Tiempo total invertido para Estandar,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,meta de mes,,,1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,% del mes,,,1.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
