PEDIDO,CODIGO DE MAQUINA,FECHA,CODIGO PRODUCTO,O/P,DESTINO,N° DE TRABAJOS,COMPAÑÍA,NOMBRE DEL CLIENTE,PRODUCTO,CLIENTE Kg,TIEMPO DE PARADAS EN MINUTOS,,,,,,,,,,,,,,,,,,TOTAL TIEMPO PARADAS  min.,TIEMPO EFECTIVO PRODUCCION  min.,TOTAL TIEMPO PRODUCCION  min.,DIAS TRABAJADOS,EFICIENCIA DE MAQUINA ,ENTRADA DE MATERIA PRIMA,,,,,,,,,,,,,,,,,SALIDA DE MATERIALES,,,,,,,,,,,,,,,,,,DATOS DE TINTA Kg.,,,VELOCIDAD m/min.,,DESPERDICIO,,,,,,,,OBSERVACIONES,,,,,,,,,,,
,,,,,,,,,,,PREPARACION,PRE-PRENSA,COLORIMETRIA,CALIDAD,MANTENIMIENTO,Limpieza general de Maquina,PLANIFICACION,LIMPIEZA DE PLANCHA,LIMPIEZA DE TAMBOR CENTRAL,LIMPIEZA DE RODILLO,PRODUCCION,PRUEBAS,LOGISTICA,FALLAS ELECT,APROBACIONES,ESTANDAR DE COLOR,RRHH,FALTA DE INSUMO/PEDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PELICULAS,,,,,TINTAS Kg,,,,,,,,,CONSUMO,SOLVENTE Lts,,PELICULA DEVOLUCION,,,TINTAS KG EN DEVOLUCION,,,,,,,,PRODUCTO TERMINADO,,,,,SOLVENTE Lts,,CONSUMO DE TINTA BLANCO,CONSUMO DE TINTA VARIAS,CONSUMO TOTAL,VELOCIDAD DE MAQUINA TEORICA ML/min.,VELOCIDAD DE MAQUINA REAL ML/min.,m/l,,m2,,Kg,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m/l,GRAMAJE g/m2,ANCHO mm,m2,Kg,# COLORES,BLANCO,AZUL REFLEX,MAGENTA,AMARILLO,CYAN,ROJO,OTRAS,TOTAL,,PRODUCCION,LIMPIEZA,m/l,m2,Kg,BLANCO,AZUL REFLEX,MAGENTA,AMARILLO,CYAN,ROJO,OTRAS,TOTAL,m/l,GRAMAJE g/m2,ANCHO mm,m2,Kg,PRODUCCION,LIMPIEZA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m/l,,,,,,,,,,,,CANT,%,CANT,%,CANT,%,MAT. OBSERVACION,MAT. RECHAZADO,,Aplic Tinta Humeda,Tipo de Trabajo ,nº de pantone,M/L Estandar de Dsp,Metros de Dsp,Cumplimiento,metros op,Cumplimiento,material reciclado,Proveedor,Material
,,,,,,,,,,Trabajos Repetidos en el mes =>,,,,,,, ,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000pr,NF,5/14/26,000pr,000pr,PRUEBA,0,CX,PRUEBAS,PRUEBAS VARIAS,0,85,50,0,0,20,0,0,0,20,0,10,195,0,0,0,120,0,0,500,0,500,0.35,0.00%,"7,419",18,1090,"8,087",147.00,8,,,,,,,,0,147.00,0,0,0,0,0.00,,,,,,,,0," 2,000 ",20.17,"1,090","2,180.0",43.98,0,0,0,0,0,0.00,4.00,"5,419",270.95%,"5,906.7",270.95%,103.02,234.24%,0.00,0.00,"Produccion para aprobar estandar,",0.00,PRUEBA,0,0,"-5,419",0,0,0,0,,
21-0571,NF,5/14/26,TXNVCL096A004,16611,LAMINACION,1,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA CERELAC 100g,"1,100",80,15,25,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,180,80,260,0.18,30.72%,"16,000",18,790,"12,640",230.00,7,200,13,19,20,17,0,32,301,251.90,0,0,0,0,0.00,170,11,15,12,15,0,25,248," 13,806 ",20.51,790,"10,906.7",223.70,0,0,30,23,53,173.01,53.14,"2,194",15.89%,"1,733.3",15.89%,28.20,12.61%,0.00,0.00,se culmina sin novedad,4.86,REPETICION,1,3500,"1,306",CUMPLE,"15,000","-1,194",1200,TELEPLASTIC,BOPP OCTS TRANSPARENTE
21-0553,NF,5/14/26,TXNVCL096C004,16607-1,LAMINACION,1,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA CERELAC 400g,"3,000",45,210,285,20,160,0,0,170,20,0,95,0,0,0,0,0,0,0,"1,005",176,"1,181",0.82,14.89%,"41,400",18,1090,"45,126",839.50,7,370,16,22,28,28,0,39,503,924.10,0,0,0,0,0.00,235,8,7,14,20,0,27,311," 28,900 ",20.13,"1,090","31,501.0",634.00,0,0,135,57,192,164.39,24.47,"12,500",43.25%,"13,625.0",43.25%,290.10,45.76%,0.00,0.00,"al sacar muestra se visualiza perdida de ptos plancha color magenta, se realiza placha nueva, variacion de tono en el color magenta, cada 3000m se realiza parada verificando tono y limpiando planchas color magenta y negro, ",6.10,REPETICION,1,3500,"-9,000",NO CUMPLE,"33,000","-4,100",1200,OPPFILM,BOPP SC TRANSPARENTE
21-0553,NF,5/14/26,TXNVCL096C004,16654,LAMINACION,0,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA CERELAC 400g,"1,100",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,60,100,0.07,60.00%,"11,330",18,1090,"12,350",225.00,7,235,8,7,14,20,0,27,311,253.70,0,0,0,0,0.00,189,6,2,10,17,0,22,246," 11,325 ",20.54,"1,090","12,344.3",253.50,0,0,46,19,65,188.75,113.25,5,0.04%,5.5,0.04%,0.20,0.08%,0.00,0.00,se culmina sin novedad,5.27,CONTINUACION,0,3500,"3,495",CUMPLE,"11,000",325,0,OPPFILM,BOPP SC TRANSPARENTE
000lm,NF,5/14/26,000LM,000lm,LIMPIEZA,0,CX,LIMPIEZA GENERAL DE MAQUINA,LIMPIEZA GENERAL DE MAQUINA,0,0,0,0,0,0,259.8,0,0,0,0,0,0,0,0,0,0,0,0,260,0,260,0.18,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Se realiza limpieza general de maquina,0.00,LIMPIEZA,0,0,0,0,0,0,0,,
21-0576,NF,5/18/26,TXNVNA096A001,16648,LAMINACION,1,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA NESTUM ARROZ 225g ,830,55,0,60,20,70,0,0,35,5,0,90,0,25,0,0,0,0,0,360,40,400,0.28,9.91%,"8,875",18,1090,"9,674",181.60,8,189,0,12,13,18,0,54,286,212.40,0,0,0,0,0.00,137,0,11,12,15,0,43,218," 7,903 ",20.21,"1,090","8,614.3",174.10,0,0,52,16,68,199.57,19.78,972,12.30%,"1,059.5",12.30%,38.30,22.00%,0.00,0.00,se realiza estandar claro y oscuro ,7.89,REPETICION,1,3500,"2,528",CUMPLE,"8,000",-97,762,OPPFILM,BOPP SC TRANSPARENTE
21-0574,NF,5/18/26,TXNVNA096A001,16610,LAMINACION,1,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA NESTUM ARROZ 225g ,850,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,110,0,0,120,40,160,0.11,24.81%,"13,900",18,1090,"15,151",260.40,8,137,0,11,12,15,0,42,217,290.60,0,0,0,0,0.00,85,0,10,11,13,0,32,151," 8,250 ",20.02,"1,090","8,992.5",180.00,0,0,52,14,66,208.33,51.69,"5,650",68.48%,"6,158.5",68.48%,110.60,61.44%,0.00,0.00,se realiza estandar de colores,7.34,REPETICION,1,3500,"-2,150",NO CUMPLE,"5,500","2,750",0,OPPFILM,BOPP SC TRANSPARENTE
11-0138,NF,5/18/26,TMTCAV129A001,16676,LAMINACION,1,MCL,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ AMANECER AL VACIO 250g,"2,200",50,0,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,80,260,0.18,30.72%,"17,200",18,1090,"18,748",357.00,5,100,0,0,20,0,0,75,195,385.80,0,0,0,0,0.00,70,0,0,16,0,0,33,119," 16,000 ",18.64,"1,090","17,440.0",325.00,0,0,30,46,76,200.50,61.59,"1,200",7.50%,"1,308.0",7.50%,60.80,18.71%,0.00,0.00,se culmina sin novedad,4.36,REPETICION,4,3500,"2,300",CUMPLE,"16,000",0,600,TELEPLASTIC,BOPP OCTH MATE
21-0551,NF,5/18/26,TXNVTM096A001,16677,LAMINACION,1,CX,"NESTLE VENEZUELA, S.A.",LAMINACION IMPRESA NESTUM TRIGO MIEL 225g,"2,400",80,120,120,20,0,0,0,98,0,0,65,0,0,0,0,0,0,0,503,117,620,0.43,18.87%,"27,500",18,1090,"29,975",560.00,8,250,0,15,25,20,0,72,382,645.80,0,0,0,0,0,97,0,12,15,16,0,58,198," 21,260 ",20.10,"1,090","23,173.4",465.80,0,0,153,31,184,181.71,34.29,"6,240",29.35%,"6,801.6",29.35%,180.00,38.64%,0.00,0.00,"se realizan paradas para limpiar colo negro, marron y magenta ya que las mismas presentan desgaste y generan abundante sucio en impresión",7.94,REPETICION,1,3500,"-2,740",NO CUMPLE,"22,000",-740,0,OPPFILM,BOPP SC TRANSPARENTE
11-0133,NF,5/19/26,TXTFCA078A001,16662C1,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ  AMANECER TOSTADO GRANO 1000 g,"1,100",50,0,45,13,90,0,0,0,0,10,30,0,10,0,0,0,0,0,248,100,348,0.24,28.78%,"16,950",18,1090,"18,476",296.85,8,111,0,8,12,0,0,60,191,330.75,0,0,0,0,0,69,0,3,7,0,0,27,106," 14,581 ",17.29,"1,090","15,893.3",274.80,0,0,42,43,85,145.52,41.88,"2,369",16.25%,"2,582.2",16.25%,55.95,20.36%,0.00,0.00,"se arranca produccion a 180 m/m por golpeteo del color magenta, problemas con energia electrica genera 60 min de paradas, se rompe el material, ensucia el tambor central, en necesario volver a caibrar y registrar",5.35,REPETICION,3,3500,"1,131",CUMPLE,"15,250",-669,750,TECHNOFILM,BOPP ST MATE
11-0137,NF,5/19/26,TXTFDN078A002,16662C1,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ DELLA NONNA TOSTADO GRANO 1000g.,"1,100",50,0,45,12,60,0,0,0,15,10,30,0,10,0,0,0,0,0,232,100,332,0.23,30.16%,"16,950",18,1090,"18,476",296.85,8,153,0,13,17,16,0,42,241,325.95,0,0,0,0,0,111,0,8,12,12,0,29,172," 14,581 ",17.29,"1,090","15,893.3",274.80,0,0,42,27,69,145.52,43.89,"2,369",16.25%,"2,582.2",16.25%,51.15,18.61%,0.00,0.00,"se arranca produccion a 180 m/m por golpeteo del color magenta, problemas con energia electrica genera 60 min de paradas, se rompe el material, ensucia el tambor central, en necesario volver a caibrar y registrar",4.34,REPETICION,3,3500,"1,131",CUMPLE,"15,250",-669,750,TECHNOFILM,BOPP ST MATE
01-6000,NF,5/19/26,TXDNTP066B001,16546-1,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA CAFÉ ANZOATEGUI TOSTADO Y MOLIDO PREMIUM 200g,"2,200",85,0,35,20,85,50,0,0,0,0,30,0,0,0,0,0,0,0,305,250,555,0.39,45.01%,"50,250",18,690,"34,673",649.00,6,270,0,13,40,0,15,86,424,678.90,0,0,0,0,0,260,0,7,12,0,13,39,331," 47,599 ",18.77,690,"32,843.3",616.60,0,0,10,83,93,190.70,85.83,"2,651",5.57%,"1,829.2",5.57%,62.30,10.10%,0.00,0.00,"problemas de sucio color negro, ",2.83,REPETICION,1,3500,849,CUMPLE,"49,000","-1,401",0,TELEPLASTIC,BOPP OCTH MATE
01-6001,NF,5/20/26,TXDNTP066C001,16547-1,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA CAFÉ ANZOATEGUI TOSTADO Y MOLIDO PREMIUM 500g,"1,600",30,95,50,20,20,0,0,40,0,30,0,0,0,0,0,0,0,0,285,181,466,0.32,38.79%,"42,679",18,690,"29,449",543.00,6,260,0,13,19,0,18,64,374,563.40,0,0,0,0,0,245,0,10,10,0,16,35,316," 35,680 ",18.32,690,"24,619.2",451.00,0,0,15,43,58,197.56,76.63,"6,999",19.62%,"4,829.3",19.62%,112.40,24.92%,0.00,0.00,"defecto en plancha color negro, se sacan varias muestras , se realiza plancha nueva ",2.36,REPETICION,1,3500,"-3,499",NO CUMPLE,"35,000",680,0,TELEPLASTIC,BOPP OCTH MATE
01-6138,NF,5/20/26,TXDNCG096A001,16543,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA CAFÉ ANZOATEGUI PREMIUN GRANO 1kg ,"3,500",30,0,0,0,0,0,0,35,10,0,0,120,0,0,0,60,0,0,255,205,460,0.32,44.59%,"41,050",18,1000,"41,050",729.00,6,255,0,11,26,0,15,72,379,757.20,0,0,0,0,0,240,0,9,10,0,7,29,295," 38,300 ",18.02,"1,000","38,300.0",690.00,0,0,15,69,84,186.65,83.22,"2,750",7.18%,"2,750.0",7.18%,67.20,9.74%,0.00,0.00,"limpieza de plancha color negro y rojo, se realiza estandar de colores",2.19,REPETICION,1,3500,750,CUMPLE,"38,000",300,0,TECHNOFILM,BOPP ST MATE
01-6002,NF,5/20/26,TXDNBC070A001,16548-1,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA BUEN CAFÉ PREMIUN 100g,"1,000",90,0,55,35,0,0,0,0,0,0,25,0,0,0,0,0,0,0,205,120,325,0.23,36.92%,"26,430",18,690,"18,237",329.00,6,240,0,24,15,26,12,24,341,352.20,0,0,0,0,0,220,0,10,9,16,9,13,277," 23,900 ",19.34,690,"16,491.0",319.00,0,0,20,44,64,199.17,73.54,"2,530",10.59%,"1,745.7",10.59%,33.20,10.41%,0.00,0.00,se cambia anilox del negro para incrementar tono,3.88,REPETICION,1,3500,970,CUMPLE,"24,000",-100,1200,TELEPLASTIC,BOPP OCTH MATE
01-6004,NF,5/20/26,TXDNBC070B001,16550-1,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA BUEN CAFÉ PREMIUN 500g,"1,600",30,0,85,20,40,0,0,80,15,0,0,0,10,0,0,0,0,0,280,250,530,0.37,47.19%,"41,020",18,690,"28,304",508.30,6,220,0,31,13,24,16,19,323,535.50,0,0,0,0,0,198,0,9,8,10,13,9,247," 35,099 ",19.13,690,"24,218.3",463.30,0,0,22,54,76,140.28,66.20,"5,921",16.87%,"4,085.5",16.87%,72.20,15.58%,0.00,0.00,"se arranca produccion a 220 m/m pero es necesario bajar velocidad por golpeteo del color magenta, rayas en impresionbob 4 generadas por anilox, s baja  para lavar en floxowash",3.14,REPETICION,1,3500,"-2,421",NO CUMPLE,"37,500","-2,401",1100,TELEPLASTIC,BOPP OCTH MATE
01-5996,NF,5/21/26,TXDNDF066A002,16542,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA CAFÉ ANZOATEGUI DESCAFEINADO 200g ,950,75,0,0,0,0,0,0,10,0,0,40,0,0,0,85,40,0,0,250,120,370,0.26,32.43%,"21,550",18,690,"14,870",265.60,5,205,0,0,0,0,18,100,323,295.80,0,0,0,0,0,186,0,0,0,0,15,34,235," 19,847 ",19.00,690,"13,694.4",260.20,0,0,19,69,88,165.39,53.64,"1,703",8.58%,"1,175.1",8.58%,35.60,13.68%,0.00,0.00,"Aprobacion, se arranca produccion a 200 m/m ya que a mayor velocidad falla el flujo del color verde , se realiza estandar de color",6.43,APROBACION,3,3500,"1,797",CUMPLE,"21,000","-1,153",1000,TELEPLASTIC,BOPP OCTH MATE
01-5997,NF,5/21/26,TXDNPD066C001,16541,LAMINACION,1,CX,"DISTRIBUIDORA NACIONAL 2000, C.A.",LAMINACION IMPRESA CAFÉ ANZOATEGUI PREMIUN DESCAFEINADO 500g,700,30,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,95,140,0.10,67.81%,"16,000",18,690,"11,040",196.00,5,186,0,0,0,0,14,71,271,216.60,0,0,0,0,0,170,0,0,0,0,10,33,213," 15,400 ",19.48,690,"10,626.0",207.00,0,0,16,42,58,162.45,110.16,600,3.90%,414.0,3.90%,9.60,4.64%,0.00,0.00,se culmina sin novedad,5.46,REPETICION,3,3500,"2,900",CUMPLE,"13,500","1,900",0,TELEPLASTIC,BOPP OCTH MATE
01-6132,NF,5/21/26,TXAJBC031A001,16678-1,LAMINACION,1,CX,"AJEVEN, C.A.",ETIQUETA LAMINADA IMPRESA BIG COLA 2 L,650,50,0,20,20,0,0,0,20,20,20,15,0,0,0,0,0,0,0,165,199,364,0.25,54.70%,"44,015",14,1090,"47,976",632.00,3,370,0,0,0,0,169,15,554,738.50,0,0,0,0,0,196,0,0,0,0,105,14,315," 35,422 ",15.91,"1,090","38,610.0",614.30,0,0,174,65,239,177.82,97.26,"8,593",24.26%,"9,366.4",24.26%,124.20,20.22%,0.00,0.00,se arranc produccion a 250 m/m pero es necesario bajar velocidad a 200m/m por falla de flujo ,6.19,REPETICION,0,3500,"-5,093",NO CUMPLE,"40,000","-4,578",0,OPPFILM,BOPP SC TRANSPARENTE
01-6136,NF,5/21/26,TXPCGN023B001,16682,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ","ETIQUETA IMPRESA GOLDEN NARANJA 1,5L",500,95,0,55,20,0,0,0,20,0,0,60,0,0,0,0,0,0,0,250,130,380,0.26,34.25%,"24,572",21,1010,"24,818",549.50,7,0,32,0,0,0,11,202,245,573.50,0,0,0,0,0,0,21,0,0,0,8,136,165," 23,653 ",22.44,"1,010","23,889.5",536.00,0,0,0,80,80,181.67,62.21,919,3.89%,928.2,3.89%,37.50,7.00%,0.00,0.00,se culmina sin novedad,3.35,REPETICION,5,3500,"2,581",CUMPLE,"23,600",53,0,OPPFILM,BOPP PC PERLADO
01-6127,NF,5/22/26,TXPCPI023A001,16685,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ",ETIQUETA IMPRESA PEPSI PROMOCION ICONOS 2 L,"1,700",95,0,55,0,30,0,0,50,10,20,20,0,0,0,440,0,0,0,720,460,"1,180",0.82,38.99%,"86,400",21,930,"80,352","1,818.80",6,0,336,0,0,171,37,528,"1,072","1,903.70",0,0,0,0,0,0,240,0,0,153,29,367,789," 79,200 ",23.74,930,"73,656.0",1748.60,0,0,0,283,283,172.10,67.11,"7,200",9.09%,"6,696.0",9.09%,155.10,8.87%,0.00,0.00,"Aprobacion, se realiza plancha nueva de color azul fondo para dar contraste que se ve en el arte, se ven los ptos demasiados cargado por lo que se monta la plancha anterior se aprueba y arranca produccion. ",3.84,REPETICION,3,3500,"-3,700",NO CUMPLE,"81,000","-1,800",0,TELEPLASTIC,BOPP POCT PERLADO 
01-6129,NF,5/22/26,TXPCPI023C001,16674,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ",ETIQUETA IMPRESA PEPSI PROMOCION ICONOS 2 L,"1,050",0,0,0,0,30,0,0,55,0,0,45,0,0,0,0,0,0,0,130,285,415,0.29,68.67%,"51,620",21,930,"48,007","1,084.10",6,0,240,0,0,153,29,367,789,"1,135.40",0,0,0,0,0,0,182,0,0,142,25,269,618," 49,294 ",22.76,930,"45,843.4",1043.40,0,0,0,171,171,172.96,118.78,"2,326",4.72%,"2,163.2",4.72%,92.00,8.82%,0.00,0.00,se limpian planchas de color negro. Se culmina sin novedad ,3.73,REPETICION,0,3500,"1,174",CUMPLE,"50,500","-1,206",0,TELEPLASTIC,BOPP POCT PERLADO 
01-6130,NF,5/23/26,TXPCPI023C001,16683,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ",ETIQUETA IMPRESA PEPSI PROMOCION ICONOS 2 L,"1,100",0,0,0,0,210,0,0,25,0,0,0,0,0,0,0,0,0,0,235,310,545,0.38,56.90%,"58,100",21,930,"54,033","1,255.20",6,0,182,0,0,142,25,269,618,"1,311.90",0,0,0,0,0,0,118,0,0,130,20,161,429," 52,989 ",23.61,930,"49,279.8",1163.50,0,0,0,189,189,170.82,97.19,"5,111",9.65%,"4,753.2",9.65%,148.40,12.75%,0.00,0.00,vacio en impresión azulmfonod se realizan varias prueba se estabiliza y se culmina sin mas novedad,3.84,REPETICION,0,3500,"-1,611",NO CUMPLE,"54,000","-1,011",0,TELEPLASTIC,BOPP POCT PERLADO 
01-6131,NF,5/23/26,TXPCPI023B001,16684,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ","ETIQUETA IMPRESA  PEPSI PROMOCION ICONOS 1,5 L","1,400",40,0,0,0,0,0,0,50,10,0,35,0,0,0,60,0,0,0,195,335,530,0.37,63.24%,"73,805",21,930,"68,639","1,441.10",6,0,328,0,0,130,20,347,825,"1,512.20",0,0,0,0,0,0,246,0,0,103,16,223,588," 68,000 ",22.04,930,"63,240.0",1393.60,0,0,0,237,237,202.74,128.21,"5,805",8.54%,"5,398.6",8.54%,118.60,8.51%,0.00,0.00,"problemas de sucio color negro, se limpia plancha, se cambia racla. ",3.75,APROBACION,3,3500,"-2,305",NO CUMPLE,"68,000",0,0,TELEPLASTIC,BOPP POCT PERLADO 
01-6128,NF,5/23/26,TXPCPI023B001,16675,CORTE,1,CX,"PEPSI-COLA VENEZUELA, C.A. ","ETIQUETA IMPRESA  PEPSI PROMOCION ICONOS 1,5 L","2,200",0,0,0,0,0,0,0,55,0,0,15,0,0,0,0,0,0,0,70,586,656,0.46,89.33%,"109,466",21,930,"101,803","2,266.80",6,0,251,0,0,103,16,223,593,"2,377.50",0,0,0,0,0,0,124,0,0,60,9,31,224," 105,370 ",23.29,930,"97,994.1",2282.00,0,0,0,369,369,179.75,160.58,"4,096",3.89%,"3,809.3",3.89%,95.50,4.18%,0.00,0.00,"problemas de sucio color negro, se limpia plancha, se cambia racla. ",3.77,REPETICION,0,3500,-596,NO CUMPLE,"107,000","-1,630",0,TELEPLASTIC,BOPP POCT PERLADO 
11-0131,NF,5/24/26,TXTFCA050A001,16664,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ AMANECER MOLIDO GOURMET 200g,"8,550",95,220,100,20,80,0,0,107,35,0,190,0,20,325,0,0,0,0,"1,192",889,"2,081",1.45,42.73%,"161,805",18,1090,"176,367","3,202.90",6,770,0,0,32,0,0,607,"1,409","3,635.70",0,0,0,0,0,148,0,0,16,0,0,217,381," 157,040 ",20.01,"1,090","171,173.6",3424.90,0,0,622,406,1028,176.61,75.46,"4,765",3.03%,"5,193.9",3.03%,210.80,6.15%,0.00,0.00,"golpeteo color beige se ajustan condiciones, se arranca produccion a 200 m/m ya que a mayor velocidad falla color beige, esta situacion genera 2000 m de dsp, franjas y porosidad en el color marron en todos los ejemplares, probelas de eneria electrica daña plancha color marrn pr lo que es necesario volver a grabar, ",6.01,REPETICION,5,3500,"-1,265",NO CUMPLE,"157,000",40,1350,TELEPLASTIC,BOPP OCTH MATE
11-0132,NF,5/25/26,TXTFCA050B001,16663,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ AMANECER MOLIDO GOURMET 500g,"2,400",45,85,0,150,0,0,0,50,20,0,0,0,0,0,0,0,0,0,350,415,765,0.53,54.26%,"67,250",18,760,"51,110",931.00,6,348,0,0,22,0,0,498,868,"1,035.00",0,0,0,0,0,230,0,0,12,0,0,358,600," 65,769 ",19.55,760,"49,984.4",977.00,0,0,118,150,268,158.40,85.95,"1,481",2.25%,"1,125.6",2.25%,58.00,5.94%,0.00,0.00,"Problemas con materia prima se observan vacuolas se cambia bobinas en dos ocasiones, se cambia de material a 760*20, sucio color marron, produccion sale incompleta por falta de material",5.36,REPETICION,5,3500,"2,019",CUMPLE,"69,000","-3,231",923,TELEPLASTIC,BOPP OCTH MATE
11-0136,NF,5/26/26,TXTFDN050B001,16668,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ DELLA NONNA MOLIDO GOURMET 500 g.,"1,100",45,135,125,20,0,0,0,0,0,0,15,0,25,0,0,0,0,0,365,160,525,0.36,30.50%,"38,400",18,710,"27,264",496.00,6,230,0,0,16,0,0,91,337,545.80,0,0,0,0,0,155,0,0,14,0,0,52,221," 32,600 ",19.57,710,"23,146.0",453.00,0,0,75,41,116,203.50,62.07,"5,800",17.79%,"4,118.0",17.79%,92.80,20.49%,0.00,0.00,"se realizan varios ajustes de los colores marron vino y vinotinto, porosidad color marron vino, se arranca con notificacion de falla por esta situacion, se realiza plancha nueva ",5.01,REPETICION,4,3500,"-2,300",NO CUMPLE,"32,500",100,0,TELEPLASTIC,BOPP OCTH MATE
11-0134,NF,5/26/26,TXTFDN036C001,16666,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ DELLA NONNA MOLIDO GOURMET 100g,"2,200",30,20,20,10,0,0,0,15,10,0,0,0,0,0,0,0,0,0,105,271,376,0.26,72.04%,"59,510",18,1090,"64,866","1,148.60",6,355,0,0,14,0,0,153,522,"1,260.90",0,0,0,0,0,185,0,0,12,0,0,64,261," 57,556 ",18.90,"1,090","62,736.0",1186.00,0,0,170,91,261,212.70,153.24,"1,954",3.39%,"2,129.9",3.39%,74.90,6.32%,0.00,0.00,se ajustan tons de color marron vinotinto y vinotinto,4.16,REPETICION,4,3500,"1,546",CUMPLE,"57,500",56,800,TECHNOFILM,BOPP ST MATE
11-0135,NF,5/26/26,TXTFDN050A001,16667,LAMINACION,1,CX,"INVERSIONES TORREFACCION DEL CAFÉ, C.A",LAMINACION IMPRESA CAFÉ DELLA NONNA MOLIDO GOURMET 200 g.,"2,800",35,10,20,20,0,0,0,45,0,0,30,0,0,0,0,0,0,0,160,316,476,0.33,66.36%,"54,171",18,1090,"59,046","1,062.00",6,385,0,0,17,0,0,147,549,"1,186.70",0,0,0,0,0,195,0,0,13,0,0,52,260," 52,400 ",18.91,"1,090","57,116.0",1080.00,0,0,190,99,289,166.03,110.18,"1,771",3.38%,"1,930.4",3.38%,106.70,9.88%,0.00,0.00,dirante la bob 1 se compensan registros del color negro vinotinto u marron vino,5.06,REPETICION,4,3500,"1,729",CUMPLE,"52,400",0,910,TECHNOFILM,BOPP ST MATE
